Age,Avg,GC,GC-Time,Rider,Rnk,Team,Time,stage,year
23.0,,58.0,+19:25,Patour Kilian,76,Cr\xe9dit Agricole,",, ,,",7,2006
26.0,,40.0,+11:09,Davis Scott,77,T-Mobile Team,",, ,,",7,2006
31.0,,91.0,+30:05,Zarate Jesus,78,,",, ,,",7,2006
23.0,,17.0,+3:11,Raisin Saul,79,Cr\xe9dit Agricole,",, ,,",7,2006
32.0,,48.0,+16:35,Perras Dominique,80,,",, ,,",7,2006
30.0,,37.0,+9:23,Pinotti Marco,81,Saunier Duval - Prodir,",, ,,",7,2006
29.0,,45.0,+13:01,Jensen Brian,82,,",, ,,",7,2006
26.0,,77.0,+25:42,Wamsley Kyle,83,,",, ,,",7,2006
29.0,,89.0,+29:25,Henderson Gregory,84,Health Net Presented By Maxxis,",, ,,",7,2006
26.0,,53.0,+18:04,Rogers Michael,85,T-Mobile Team,",, ,,",7,2006
29.0,,25.0,+6:32,Chadwick Glen,86,Navigators Insurance Cycling Team,",, ,,",7,2006
33.0,,86.0,+28:22,Garcia Jose Manuel,87,,",, ,,",7,2006
25.0,,32.0,+7:52,Hiekmann Torsten,88,Gerolsteiner,",, ,,",7,2006
21.0,,62.0,+20:21,Lewis Craig,89,,",, ,,",7,2006
28.0,,71.0,+24:38,Zwizanski Scott,90,,",, ,,",7,2006
27.0,,55.0,+18:47,Frattini Davide,91,,",, ,,",7,2006
24.0,,59.0,+19:37,Mccarty Jonathan Patrick,92,Phonak Hearing Systems,",, ,,",7,2006
26.0,,28.0,+7:34,Pate Danny,93,Team TIAA-CREF,",, ,,",7,2006
26.0,,81.0,+26:39,Brooks Benjamin,94,Navigators Insurance Cycling Team,",, ,,",7,2006
23.0,,84.0,+28:03,Van Hecke Preben,95,Davitamon - Lotto,0:23 0:23,7,2006
22.0,,49.0,+16:49,Euser Lucas,96,,1:02 1:02,7,2006
27.0,,70.0,+23:24,O'Loughlin David,97,Navigators Insurance Cycling Team,1:51 1:51,7,2006
25.0,,,+ - 22:46:46,Creed Michael,DNF,Team TIAA-CREF,",, 1:51",7,2006
28.0,,,+ - 22:46:46,Hunter Robert,DNF,Phonak Hearing Systems,",, 1:51",7,2006
24.0,,,+ - 22:46:46,Dockx Bart,DNF,Davitamon - Lotto,",, 1:51",7,2006
26.0,,,+ - 22:46:46,Lang Sebastian,DNF,Gerolsteiner,",, 1:51",7,2006
28.0,,,+ - 22:46:46,Gil Fernandez Koldo,DNF,,",, 1:51",7,2006
26.0,,,+ - 22:46:46,Zajicek Philip,DNF,Navigators Insurance Cycling Team,",, 1:51",7,2006
